ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T11709;Traditional Chinese Medicine in Modern Science;2707;Complementary and alternative medicine;27;Medicine;4;Health Sciences;Traditional Chinese Medicine;Herbal Medicine;Phytochemistry;Quality Control;Pharmacological Effects;Cardiovascular Disease;Chemical Analysis;Astragalus membranaceus;Salvia miltiorrhiza;Tanshinones
T11933;Sustainable Development in Mining and Minerals Industry;2215;Building and Construction;22;Engineering;3;Physical Sciences;Sustainable Development;Mining Industry;Social License to Operate;Environmental Impact;Community Relations;Artisanal Mining;Corporate Social Responsibility;Resource Conflict;Indigenous Participation;Globalization
T11530;Research Methods and Organizational Management;1802;Information Systems and Management;18;Decision Sciences;2;Social Sciences;Research Methods;Organizational Management;Qualitative Research;Quantitative Research;Case Study;Data Analysis;Competence Management;Marketing Strategies;Human Resources Management;Innovation Management
T12198;Pathobiology and Management of Mucositis in Cancer Therapy;2740;Pulmonary and Respiratory Medicine;27;Medicine;4;Health Sciences;Mucositis;Radiotherapy;Chemotherapy;Oral Complications;Osteoradionecrosis;Prevention;Management;Cancer Therapy;Clinical Practice Guidelines;Quality of Life
T12135;Fuzzy Differential Equations and Uncertainty Modeling;2613;Statistics and Probability;26;Mathematics;3;Physical Sciences;Fuzzy Differential Equations;Uncertainty Theory;Generalized Differentiability;Expected Value Models;Fractional Calculus;Numerical Methods;Interval-Valued Functions;Random Fuzzy Variables;Regression Analysis;Optimization
T12536;Topological Data Analysis in Science and Engineering;1703;Computational Theory and Mathematics;17;Computer Science;3;Physical Sciences;Persistent Homology;Topological Methods;Data Analysis;Complex Networks;Shape Analysis;Statistical Topology;Morse Theory;Point Cloud Data;Machine Learning;Spatial Data
T12208;Occupational Asthma and Health Impacts in Work Environments;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Occupational Asthma;Work-Related Exposure;Health Impact;Diagnosis and Management;Chemical Sensitization;Environmental Risk Assessment;Cleaning Products;Allergen Exposure;Respiratory Symptoms;Prevention Guidelines
T11391;Interdisciplinary Study of Theatrical Performance and Theory;1213;Visual Arts and Performing Arts;12;Arts and Humanities;2;Social Sciences;Theatre;Performance Art;Drama Education;Cultural Practice;Audience Experience;Applied Theatre;Performativity;Immersive Theatre;Globalization;Social Transformation
T12514;Interdisciplinary Study of Fashion and Clothing;1209;Museology;12;Arts and Humanities;2;Social Sciences;Fashion;Clothing;Material Culture;Identity;Sociology;Digital Media;Embodiment;Globalization;Sustainability;Cultural Studies
T12994;Medical Applications of Infrared Thermography;2741;Radiology, Nuclear Medicine and Imaging;27;Medicine;4;Health Sciences;Infrared Thermography;Medical Imaging;Breast Cancer Detection;Skin Temperature;Non-invasive Diagnosis;Thermal Imaging;Body Surface Temperature;Computer-aided Diagnosis;Tumor Localization;Dynamic Infrared Imaging
T12766;Interdisciplinary Research and Collaboration;1802;Information Systems and Management;18;Decision Sciences;2;Social Sciences;Interdisciplinary Research;Team Science;Transdisciplinarity;Collaboration;Education;Evaluation;Funding;Philosophical Dialogue;Health Research;Barriers and Strategies
T11728;Complications and Techniques in Thyroid Surgery;2746;Surgery;27;Medicine;4;Health Sciences;Thyroid Surgery;Hypoparathyroidism;Recurrent Laryngeal Nerve Monitoring;Endoscopic Thyroidectomy;Parathyroid Hormone;Neuromonitoring;Voice Outcomes;Robotic Surgery;Postoperative Complications;Vocal Cord Paralysis
T14475;History of Science and Medicine;1207;History and Philosophy of Science;12;Arts and Humanities;2;Social Sciences;History;Science;Medicine;Technology;Innovation;Society;Culture;Philosophy;Observations;Biography
T12668;Diversity and Systematics of Yeasts;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Yeast;Diversity;Systematics;Phylogenetic Analysis;Fungal Pathogens;Ecology;Molecular Mapping;Biogeography;Epidemiology;Taxonomy
T12026;Explainable Artificial Intelligence;1702;Artificial Intelligence;17;Computer Science;3;Physical Sciences;Interpretable Models;Machine Learning Interpretability;Visual Explanations;XAI Concepts;Model Interpretability;Gradient-Based Localization;Deep Neural Networks;Feature Importance;Black Box Models;Responsibility in AI
T13131;Co-Teaching in Inclusive Classrooms;3304;Education;33;Social Sciences;2;Social Sciences;Co-Teaching;Inclusive Education;Special Education;Paraprofessionals;Collaborative Teaching;Teacher Assistants;Student Support;Professional Development;Educational Collaboration;Inclusion Practices
T12503;Social Acceptance of Renewable Energy Innovation;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Renewable Energy;Social Acceptance;Public Perception;Wind Power;Community Attitudes;Energy Technology;Place Attachment;NIMBYism;Public Opinion;Sustainable Energy
T12702;Classification of Brain Tumor Type and Grade;2808;Neurology;28;Neuroscience;1;Life Sciences;MRI;Brain Tumor;Classification;Deep Learning;Convolutional Neural Network;Feature Extraction;Machine Learning;Image Segmentation;Transfer Learning;Medical Imaging
T13518;Parametric Architecture and Urban Design;2216;Architecture;22;Engineering;3;Physical Sciences;Parametricism;Digital Fabrication;Urban Morphology;Architectural Design;Biomimetic Materials;Virtual Reality;Computational Design;Sustainable Architecture;Artificial Intelligence;Global Style
T13555;Strategies to Reduce Low-Value Health Care Services;3600;General Health Professions;36;Health Professions;4;Health Sciences;Choosing Wisely;Low-Value Care;Overuse of Medical Services;Health Care Waste;Medical Overuse;Physician Perspectives;De-implementation;Health Care Costs;Quality Improvement;Patient Engagement
T11498;Security in Wireless Sensor Networks;1705;Computer Networks and Communications;17;Computer Science;3;Physical Sciences;Key Management;Secure Routing;Wireless Networks;Attack Detection;Data Aggregation;Elliptic Curve Cryptography;Jamming Attacks;Group Communication;Trust Management;Intrusion Detection
T13141;Multivariate Analysis in Statistical Research;2613;Statistics and Probability;26;Mathematics;3;Physical Sciences;Multivariate Analysis;Principal Component Analysis;Regression Analysis;Machine Learning;Statistical Modeling;Data Reduction;Cluster Analysis;Discriminant Analysis;Model Selection;Overfitting
T12278;Vascular Tumors and Angiosarcoma;2730;Oncology;27;Medicine;4;Health Sciences;Angiosarcoma;Epithelioid Hemangioendothelioma;Vascular Tumors;Radiation-Associated Angiosarcoma;Hepatic Angiosarcoma;Kimura Disease;Malignant Vascular Tumors;Pseudomyogenic Hemangioendothelioma;Metastatic Angiosarcomas;Primary Liver Sarcomas
T13993;European-Australian Political and Cultural Relations;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;European Union;Australia;Cold War;Eastern Europe;Cultural Integration;Diplomacy;Soviet Union;International Relations;European Integration;Postcolonial Theory
T12303;Tensor Decompositions and Applications in Multilinear Algebra;2605;Computational Mathematics;26;Mathematics;3;Physical Sciences;Tensor Decomposition;Multilinear Algebra;Singular Value Decomposition;Parallel Factor Analysis;Canonical Polyadic Decomposition;Tucker Decomposition;Nonnegative Tensor Factorization;Higher-Order Tensors;Signal Processing;Machine Learning
T11670;Prevention and Treatment of Pressure Ulcers;3609;Occupational Therapy;36;Health Professions;4;Health Sciences;Pressure Ulcers;Risk Assessment;Prevention;Treatment;Quality of Life;Nutritional Support;Incidence;Etiology;Cost Analysis;Healthcare Providers
T13022;Health Surveys in Germany and Public Health Research;3600;General Health Professions;36;Health Professions;4;Health Sciences;Health Surveys;Public Health;Germany;Socioeconomic Status;Children and Adolescents;Epidemiological Study;Healthcare Utilization;Migration Background;Chronic Diseases;Data Collection
T12654;Xenotransplantation Research and Applications;2746;Surgery;27;Medicine;4;Health Sciences;Xenotransplantation;Pig-to-Human Transplantation;Genetic Modification of Pigs;Porcine Endogenous Retroviruses;Immunological Barriers;Xenograft Rejection;Transgenic Pigs;Clinical Xenotransplantation;Graft Survival;Biomedical Research
T10712;Information Literacy in Higher Education;3309;Library and Information Sciences;33;Social Sciences;2;Social Sciences;Information Literacy;Digital Literacy;Academic Libraries;Information Behavior;Library Instruction;Generation Y;Critical Thinking;Online Research;User-Centered Design;Educational Change
T14289;The Intersection of Anthropology and Military Operations;3314;Anthropology;33;Social Sciences;2;Social Sciences;Anthropology;Military;Counterinsurgency;Ethics;Intelligence Agencies;Cultural Knowledge;Applied Anthropology;Public Engagement;Social Science;National Security
T12223;Leptospirosis: Zoonotic Disease and Global Impact;2405;Parasitology;24;Immunology and Microbiology;1;Life Sciences;Leptospira;Zoonotic Disease;Global Morbidity;Molecular Genetics;Pathogenicity;Epidemiology;Diagnosis;Virulence;Vaccine Development;Host Immune Response
T11506;Participation of Children in Research and Policy;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Children's Participation;Research with Children;Child Rights;Youth Engagement;Qualitative Methods;Ethical Considerations;Student Voice;Social Research;Youth Development;Citizenship Education
T12059;Therapeutic Potential of Berberine Alkaloids;2736;Pharmacology;27;Medicine;4;Health Sciences;Berberine;Alkaloids;Metabolic Effects;Diabetes Mellitus;Anti-inflammatory;AMP-Activated Protein Kinase;Cholesterol-lowering;Anticancer;Glucose Metabolism;Traditional Medicine
T12070;Effective Strategies for Writing Instruction in Education;3304;Education;33;Social Sciences;2;Social Sciences;Writing Instruction;Handwriting Development;Self-Regulated Strategy Development;Meta-Analysis;Adolescent Students;Elementary Grades;Cognitive Developmental Perspective;Reading Interventions;Learning Disabilities;Occupational Therapy
T11779;Dimensions and Applications of Employability in Higher Education;3304;Education;33;Social Sciences;2;Social Sciences;Employability;Graduate Attributes;Soft Skills;Career Development;Work-integrated Learning;Protean Careers;Boundaryless Careers;Higher Education Curriculum;Employer Perspectives;Student Perceptions
T13637;Role of Calpain in Cellular Processes and Diseases;1307;Cell Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Calpain;Cell Migration;Neurodegeneration;Proteolytic System;Apoptosis;Diabetes;Cancer;Mitochondria;Inhibitors;Cardiovascular Remodeling
T12107;Challenges in Understanding and Treating Leprosy;2725;Infectious Diseases;27;Medicine;4;Health Sciences;Leprosy;Mycobacterium leprae;Genetics;Immune Response;Stigma;Epidemiology;Neuropathy;Diagnosis;Treatment;Public Health
T11504;Security Protocols for Authentication and Key Exchange;1705;Computer Networks and Communications;17;Computer Science;3;Physical Sciences;Authentication;Key Exchange;Security Protocols;Smart Cards;Biometrics;Wireless Sensor Networks;Cryptanalysis;Internet of Things;Remote User Authentication;Formal Analysis
T14144;Chronic Cerebral Hypoperfusion-Related Neurodegenerative Diseases;2808;Neurology;28;Neuroscience;1;Life Sciences;Cerebral Hypoperfusion;Vascular Cognitive Impairment;White Matter Lesions;Neurodegenerative Diseases;Experimental Models;Oxidative Stress;Glial Activation;Memory Impairment;Animal Models;Neuroprotective Effects
T11417;Phase-Locked Loops in High-Speed Circuits;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Phase-Locked Loops;Frequency Synthesizer;Time-to-Digital Converter;CMOS Technology;Jitter Analysis;Digital PLL;Charge Pump;Clock Recovery;Delta-Sigma Modulator;High-Speed Communication
T12318;Chemistry and Pharmacology of Quinazoline Compounds;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Quinazoline;Indirubin;Synthesis;Anticancer;Alkaloids;Inhibition;Catalyzed;Antimicrobial;Anti-inflammatory;Biological Evaluation
T12309;Multijunction Solar Cell Technology;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Multijunction Solar Cells;High Efficiency;Concentrator Photovoltaics;III-V Compound Semiconductors;Metamorphic Epitaxy;Photon Recycling;Spectral Beam Splitting;Electroluminescence Measurements;Radiation Resistance;Energy Conversion Efficiency
T12510;Magneto-Optical Devices for Integrated Photonics;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Magneto-Optical;Waveguide Isolators;Yttrium Iron Garnet;Silicon Photonics;Faraday Rotation;Integrated Optics;Nonreciprocal Devices;Optical Isolator;Monolithic Integration;Microresonators
T12155;Microwave Dielectric Materials for Communications Applications;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Microwave;Dielectric;Materials;Low-Loss;Ceramics;LTCC;Sintering;Perovskite;Crystallographic;Resonators
T13002;Politics and Society in Southeast Asia;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Thailand;Laos;Political Movements;Ethnic Identity;Democracy;Economic Development;Social Resistance;Cultural Politics;Hydropower Projects;Borderlands
T12745;Intermittent Fasting and Health Effects;2737;Physiology;27;Medicine;4;Health Sciences;Intermittent Fasting;Time-Restricted Feeding;Metabolic Health;Cancer Treatment;Cardiovascular Disease Prevention;Ramadan Fasting;Weight Loss;Insulin Sensitivity;Inflammation;Aging
T12029;DNA-based Computing and Data Storage;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;DNA Computing;Molecular Computation;Data Storage;Spiking Neural P Systems;Membrane Computing;Error-Correcting Codes;Biological Information Storage;Nucleic Acid Memory;Genetic Algorithms;Digital Data Storage
T13204;Impact and Practices of Competitive Intelligence;1408;Strategy and Management;14;Business, Management and Accounting;2;Social Sciences;Competitive Intelligence;Information Management;Market Analysis;Strategic Decision Making;Knowledge Creation;Business Strategy;Environmental Scanning;Market Intelligence;Data Mining;Organizational Resilience
T11038;Synthetic Aperture Radar (SAR) Technology and Applications;2202;Aerospace Engineering;22;Engineering;3;Physical Sciences;Synthetic Aperture Radar;Micro-Doppler Effect;Target Classification;Convolutional Neural Networks;Automatic Target Recognition;Signal Processing;Doppler Radar;Motion Compensation;Deep Learning;Bistatic SAR
T12194;Addressing Racial and Ethnic Disparities in Healthcare through Cultural Competence;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Cultural Competence;Racial Disparities;Ethnic Disparities;Healthcare;Cultural Humility;Patient-Centered Care;Cross-Cultural Communication;Health Education;Social Justice;Nursing
